ScreenTime,SleepHours,LateNightUsage,ActivityLevel,DietQuality,SittingTime,InactivityPeriods,StressLevel,Gender,MealsPerDay,CalorieIntake,BMI,dopamine_score,lifestyle_risk,health_score,bmi_category,Fatigue,SleepScore,DigitalLoad,LateNightImpact,ActivityScore,SedentaryIndex,CalorieBalance,MealScore,DietScore,StressScore,DopamineScore,FatigueIndex
0.2059810824200652,-0.0995336586967934,1.0096898010826818,1.1922932157045925,-1.2248342814294029,-0.8543698618135644,-1.4060158623693102,-1.241550098264151,,-0.4431292444530613,-0.1796380873102447,-0.4327299955285094,0.4160740787809743,-1.740400229066992,-0.0958626127734902,,1,-0.013271154492905834,0.2059810824200652,0.2079769981355111,1.0,-0.7522144888787949,-8.981904365512235e-05,-0.27834423984172885,-1.009689574735331,-1.0367339516275689,-0.7389591995940404,-0.1733435960545252
1.0768712761175852,-0.1853121272566651,-0.9904031900963132,1.1922932157045925,-0.0058771149100041,1.2139943832282802,-0.6929485892966659,-0.0219955376117663,,-0.4431292444530613,-0.8847172926065395,-1.3529348722198409,0.8415698496307653,0.7569198901267824,0.3539181432145299,,2,-0.02470828363422206,1.0768712761175852,-1.066536747189944,1.0,0.17339438635253288,-0.00044235864630326975,-0.27834423984172885,-0.004844787367665412,-0.01836697581378439,0.32138177576817945,0.18941856613347802
1.0768712761175852,0.84402949546179,-0.9904031900963132,1.1922932157045925,-1.2248342814294029,0.1798122607073578,-1.4060158623693102,-1.241550098264151,,-1.1215119040859598,-1.47023958917868,1.1840103925049652,0.8415698496307653,-0.8413649861572331,0.6653048204370059,,2,0.112537266061572,1.0768712761175852,-1.066536747189944,1.0,-0.40805783969411563,-0.00073511979458934,-0.7044589864556384,-1.009689574735331,-1.0367339516275689,-0.3572364484636412,-0.24484762175557878
0.6414261792688252,0.3293586841025628,-0.9904031900963132,-1.2538844754277465,-0.0058771149100041,-0.8543698618135644,0.0201186837759781,1.1975590230406183,,0.913636074812736,0.7349211717335,1.6010797026473524,0.4160740787809743,-0.3419009623184783,-0.2688552112304213,,2,0.04391449121367508,0.6414261792688252,-0.6352705341591341,-1.051657812786225,-0.2776233351548566,0.00036746058586675003,0.5738852533860904,-0.004844787367665412,1.0,-0.1451682533911973,0.35676651580492474
0.6414261792688252,1.7018141810605023,-0.9904031900963132,-1.2538844754277465,-1.2248342814294029,-0.1649151134662829,-1.4060158623693102,-1.241550098264151,,-1.1215119040859598,-0.6670624074933355,-1.5204566013605374,0.4160740787809743,-1.1410434004604864,0.3193196235231437,,2,0.2269085574747336,0.6414261792688252,-0.6352705341591341,-1.051657812786225,-0.5227767227556754,-0.00033353120374666773,-0.7044589864556384,-1.009689574735331,-1.0367339516275689,-0.4844773655071078,-0.25945383556743684
1.0768712761175852,0.2435802155426911,1.0096898010826818,-1.2538844754277465,-1.2248342814294029,0.1798122607073578,0.7331859568486223,-0.0219955376117663,,0.913636074812736,1.417519590773971,-0.5521780204870937,1.2670656204805562,0.4572414758235293,-0.8570300459839871,,1,0.03247736207235874,1.0768712761175852,1.0873059445748183,-1.051657812786225,0.30382889089179177,0.0007087597953869855,0.5738852533860904,-1.009689574735331,-0.01836697581378439,0.19414085872471298,0.4208162483839057
1.5123163729663451,0.5009156212223047,1.0096898010826818,-1.2538844754277465,-1.2248342814294029,0.1798122607073578,1.4462532299212665,1.1975590230406183,,1.5920187344456345,1.2141706605508369,-0.9092899574094592,1.6925613913303472,1.156491109197786,-0.6494389278356698,,2,0.06678874949630731,1.5123163729663451,1.5269704177944718,-1.051657812786225,0.5411244677537609,0.0006070853302754185,1.0,-1.009689574735331,1.0,0.49103633182613454,0.769651232038684
0.2059810824200652,-0.1853121272566651,-0.9904031900963132,1.1922932157045925,1.2130800516093945,-0.8543698618135644,-1.4060158623693102,1.1975590230406183,,-1.1215119040859598,-1.6347580704144822,-1.896487659971556,-0.0094216920688166,-0.9412577909249842,0.8728959385853224,,2,-0.02470828363422206,0.2059810824200652,-0.20400432112832417,1.0,-0.7522144888787949,-0.0008173790352072411,-0.7044589864556384,1.0,1.0,-0.3996500874781301,0.2979407508927368
-0.2294640144286946,-0.1853121272566651,1.0096898010826818,-1.2538844754277465,-1.2248342814294029,-0.8543698618135644,-0.6929485892966659,1.1975590230406183,,-1.1215119040859598,-1.393600545124735,2.6684864165880877,-0.0094216920688166,-0.6415793766217315,-1.2030152428978491,,2,-0.02470828363422206,-0.2294640144286946,-0.23168747508414228,-1.051657812786225,-0.5149189120168257,-0.0006968002725623676,-0.7044589864556384,-1.009689574735331,1.0,-0.2724091704346638,0.3545258760113613
-1.1003542081262143,1.272921838261146,-0.9904031900963132,-1.2538844754277465,-1.2248342814294029,-1.5438246101608462,-1.4060158623693102,-0.0219955376117663,,0.913636074812736,0.7032437001912027,-0.7741802995592171,-1.2859090046181896,-1.9401858386024935,-0.0266655733907185,,0,0.1697229117681528,-1.1003542081262143,1.0897943179641052,-1.051657812786225,-0.9816522550019144,0.0003516218500956014,0.5738852533860904,-1.009689574735331,-0.01836697581378439,-0.8237864776230178,0.0653807559783839
-0.6649091112774546,-1.2146537499751202,1.0096898010826818,-0.0307956298615768,-1.2248342814294029,-1.5438246101608462,0.7331859568486223,-1.241550098264151,,-0.4431292444530613,-0.8847172926065395,-0.1840029013830811,-0.4349174629186076,-1.440721814763739,-1.5144019201203245,,1,-0.16195383333001612,-0.6649091112774546,-0.6713519483037959,-0.025828906393112326,-0.26976552441600704,-0.00044235864630326975,-0.27834423984172885,-1.009689574735331,-1.0367339516275689,-0.611718282550574,-0.10255506991320489
0.2059810824200652,-0.0137551901369224,1.0096898010826818,-1.2538844754277465,-0.0058771149100041,0.5245396348809986,-0.6929485892966659,-0.0219955376117663,,1.5920187344456345,0.8166694853910416,-0.1860208216785395,0.4160740787809743,0.1575630615202765,-0.5456433687615111,,0,-0.0018340253515896077,0.2059810824200652,0.2079769981355111,-1.051657812786225,-0.056043379770586675,0.0004083347426955208,1.0,-0.004844787367665412,-0.01836697581378439,0.06689994168124665,0.2524316428906439
-1.5357993049749743,-1.5577676242146046,1.0096898010826818,-0.0307956298615768,-0.0058771149100041,0.5245396348809986,-0.6929485892966659,1.1975590230406183,,-1.1215119040859598,-1.7451182938521632,-0.3479810508172049,-1.2859090046181896,0.5571342805912803,-1.272212282280622,,2,-0.2077023498952808,-1.5357993049749743,-1.5506808947431028,-0.025828906393112326,-0.056043379770586675,-0.0008725591469260816,-0.7044589864556384,-0.004844787367665412,1.0,0.2365544977392018,0.3845016986127044
-0.6649091112774546,-1.4719891556547338,-0.9904031900963132,-1.2538844754277465,-1.2248342814294029,0.1798122607073578,-0.6929485892966659,1.1975590230406183,,-1.1215119040859598,-1.1779893678529694,-0.7913255726132871,-0.8604132337683986,0.2574558662880276,-2.2409708336394347,,2,-0.19626522075396458,-0.6649091112774546,0.6585281049332955,-1.051657812786225,-0.17076226283214646,-0.0005889946839264847,-0.7044589864556384,-1.009689574735331,1.0,0.10931358069573549,0.5715257012979791
